row_id,service_year,county_code,county_name,payer,age_group_code,age_group_name,sex,unique_member_cnt,util_category,util_cnt,encounter_count,member_months,total_paid_amt_sum,total_paid_amt_mean,total_paid_amt_med,insurer_paid_amt_sum,insurer_paid_amt_mean,insurer_paid_amt_med,member_paid_amt_sum,member_paid_amt_mean,member_paid_amt_med
100917,2016,001,Aitkin,COMMERCIAL,2,19 - 44 years,M,14,Independent Lab,297,60,144,"$9,716.26",$161.94,$120.74,"$6,205.49",$103.42,$42.94,"$3,510.77",$58.51,$33.35
101613,2016,003,Anoka,MEDICARE,3,45 - 64 years,F,263,Home Health,"8,818","1,181","3,053","$1,252,962.56","$1,060.93",$148.62,"$1,252,958.56","$1,060.93",$148.62,$4.00,$0.00,$0.00
102357,2016,007,Beltrami,MINNESOTA HEALTH CARE PROGRAMS,5,75 years and older,F,36,Hospital Inpatient,674,49,379,"$39,335.25",$802.76,"$1,288.00","$39,240.85",$800.83,"$1,288.00",$94.40,$1.93,$0.00
103197,2016,011,Big Stone,MEDICARE,5,75 years and older,M,112,Emergency department,591,177,"1,268","$25,109.78",$141.86,$94.10,"$23,529.04",$132.93,$78.88,"$1,580.74",$8.93,$0.00
104037,2016,017,Carlton,COMMERCIAL,2,19 - 44 years,F,46,Outpatient Other,373,276,501,"$31,782.69",$115.15,$120.12,"$20,276.15",$73.46,$62.02,"$11,506.54",$41.69,$5.60
104805,2016,019,Carver,MEDICARE,5,75 years and older,M,408,Hospital Inpatient,"10,117",735,"4,589","$6,830,586.86","$9,293.32","$7,601.79","$6,305,073.93","$8,578.33","$7,011.63","$525,512.93",$714.98,"$1,288.00"
105717,2016,025,Chisago,COMMERCIAL,5,75 years and older,M,17,Inpatient Non-acute Professional Services,172,132,173,"$10,712.09",$81.15,$25.14,"$9,066.00",$68.68,$19.15,"$1,646.09",$12.47,$0.00
106365,2016,027,Clay,MEDICARE,5,75 years and older,M,658,Other,"4,985","2,791","7,778","$535,743.48",$191.95,$93.68,"$495,552.73",$177.55,$87.81,"$40,190.75",$14.40,$0.00
107301,2016,033,Cottonwood,MEDICARE,4,65 - 74 years,F,105,DME (Durable Medical Equipment),886,504,"1,232","$53,664.43",$106.48,$53.36,"$46,665.10",$92.59,$42.51,"$6,999.33",$13.89,$3.61
108069,2016,037,Dakota,MINNESOTA HEALTH CARE PROGRAMS,5,75 years and older,M,43,Hospital Inpatient Professional Services,871,441,442,"$9,910.48",$22.47,$0.00,"$9,910.48",$22.47,$0.00,$0.00,$0.00,$0.00
109005,2016,043,Faribault,COMMERCIAL,1,18 years and under,M,148,Hospital Outpatient,"1,021",336,"1,534","$378,095.76","$1,125.29",$232.00,"$260,006.47",$773.83,$64.12,"$118,089.29",$351.46,$80.23
109749,2016,047,Freeborn,COMMERCIAL,1,18 years and under,M,17,DME (Durable Medical Equipment),46,37,174,"$15,207.59",$411.02,$18.40,"$12,399.57",$335.12,$14.72,"$2,808.02",$75.89,$7.35
101614,2016,003,Anoka,MEDICARE,3,45 - 64 years,F,41,Hospice,"3,077",282,332,"$529,451.57","$1,877.49",$0.00,"$529,451.57","$1,877.49",$0.00,$0.00,$0.00,$0.00
102454,2016,007,Beltrami,MEDICARE,4,65 - 74 years,M,100,Ambulance,453,168,"1,124","$101,691.96",$605.31,$468.81,"$85,858.75",$511.06,$391.52,"$15,833.21",$94.25,$78.35
103414,2016,013,Blue Earth,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,F,128,Hospital Inpatient Professional Services,"1,991",892,"1,421","$129,807.66",$145.52,$57.53,"$129,523.98",$145.21,$57.53,$283.68,$0.32,$0.00
104302,2016,017,Carlton,MEDICARE,2,19 - 44 years,M,17,Hospital Inpatient Professional Services,423,149,203,"$32,033.33",$214.99,$117.54,"$25,418.02",$170.59,$96.78,"$6,615.31",$44.40,$27.78
105046,2016,021,Cass,MINNESOTA HEALTH CARE PROGRAMS,4,65 - 74 years,M,26,Ambulance,462,250,304,"$16,425.27",$65.70,$42.55,"$16,413.47",$65.65,$42.55,$11.80,$0.05,$0.00
105958,2016,025,Chisago,MEDICARE,5,75 years and older,F,386,Hospital Inpatient,"8,363",600,"4,358","$6,493,448.58","$10,822.41","$9,275.59","$6,063,358.51","$10,105.60","$8,181.01","$430,090.07",$716.82,"$1,288.00"
106942,2016,031,Cook,MEDICARE,4,65 - 74 years,F,335,Clinic/Office,"6,917","2,403","4,002","$311,721.03",$129.72,$107.87,"$265,335.84",$110.42,$92.75,"$46,385.19",$19.30,$8.03
107806,2016,037,Dakota,COMMERCIAL,2,19 - 44 years,F,"5,482",Independent Lab,"48,750","10,193","60,967","$2,660,625.51",$261.02,$124.11,"$2,281,834.62",$223.86,$81.65,"$378,790.89",$37.16,$0.00
108742,2016,041,Douglas,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,M,93,Hospital Inpatient,647,109,813,"$609,164.50","$5,588.67","$1,674.04","$609,164.50","$5,588.67","$1,674.04",$0.00,$0.00,$0.00
109558,2016,045,Fillmore,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,M,220,Hospital Outpatient,"4,487","1,139","2,475","$337,254.11",$296.10,$83.82,"$333,878.38",$293.13,$81.09,"$3,375.73",$2.96,$0.00
110446,2016,049,Goodhue,MEDICARE,3,45 - 64 years,F,21,Inpatient Non-acute Professional Services,520,233,250,"$16,588.45",$71.20,$57.19,"$13,608.34",$58.40,$35.11,"$2,980.11",$12.79,$0.00
110685,2016,051,Grant,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,M,16,Ambulance,98,76,163,"$18,955.28",$249.41,$65.48,"$18,955.28",$249.41,$65.48,$0.00,$0.00,$0.00
111357,2016,055,Houston,COMMERCIAL,3,45 - 64 years,F,641,Hospital Outpatient,"9,431","2,162","6,468","$3,777,460.14","$1,747.21",$338.20,"$3,309,713.52","$1,530.86",$265.74,"$467,746.62",$216.35,$0.00
112245,2016,059,Isanti,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,M,597,Clinic/Office,"10,258","5,054","6,561","$499,073.88",$98.75,$75.08,"$489,129.17",$96.78,$70.57,"$9,944.71",$1.97,$0.00
115215,2016,075,Lake,MEDICARE,3,45 - 64 years,F,35,DME (Durable Medical Equipment),357,167,410,"$19,530.76",$116.95,$78.72,"$15,683.28",$93.91,$65.43,"$3,847.48",$23.04,$13.91
116175,2016,081,Lincoln,MEDICARE,2,19 - 44 years,F,12,Hospital Outpatient,"1,418",250,140,"$126,430.40",$505.72,$120.92,"$95,656.71",$382.63,$100.49,"$30,773.69",$123.09,$20.43
117087,2016,087,Mahnomen,COMMERCIAL,3,45 - 64 years,F,15,Independent Lab,58,23,147,"$9,827.14",$427.27,$134.30,"$8,287.06",$360.31,$90.10,"$1,540.08",$66.96,$24.82
118023,2016,091,Martin,MEDICARE,5,75 years and older,F,245,DME (Durable Medical Equipment),"1,543",996,"2,826","$107,168.25",$107.60,$49.66,"$95,502.28",$95.89,$39.67,"$11,665.97",$11.71,$3.33
118839,2016,097,Morrison,COMMERCIAL,2,19 - 44 years,F,777,Hospital Outpatient,"11,051","2,484","8,370","$2,633,302.71","$1,060.11",$332.21,"$2,177,969.65",$876.80,$206.84,"$455,333.06",$183.31,$0.00
119559,2016,099,Mower,MEDICARE,4,65 - 74 years,M,20,Home Health,321,190,228,"$37,220.59",$195.90,$75.02,"$37,220.59",$195.90,$75.02,$0.00,$0.00,$0.00
120447,2016,105,Nobles,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,M,72,DME (Durable Medical Equipment),172,121,722,"$11,474.52",$94.83,$43.95,"$11,474.52",$94.83,$43.95,$0.00,$0.00,$0.00
121431,2016,109,Olmsted,MEDICARE,5,75 years and older,M,558,Inpatient Non-acute Professional Services,"4,843","3,485","6,088","$325,729.50",$93.47,$75.47,"$274,505.58",$78.77,$61.34,"$51,223.92",$14.70,$9.00
122367,2016,115,Pine,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,M,359,Emergency department,"2,302",883,"3,749","$282,751.81",$320.22,$269.12,"$281,226.14",$318.49,$266.53,"$1,525.67",$1.73,$0.00
123231,2016,119,Polk,MEDICARE,3,45 - 64 years,M,427,Hospital Outpatient,"22,906","4,146","4,887","$2,006,841.51",$484.04,$173.77,"$1,523,675.54",$367.50,$133.98,"$483,165.97",$116.54,$30.52
124071,2016,123,Ramsey,MEDICARE,4,65 - 74 years,M,604,Inpatient Non-acute Professional Services,"7,520","5,835","6,763","$700,199.50",$120.00,$109.00,"$625,602.34",$107.22,$89.17,"$74,597.16",$12.78,$0.00
125127,2016,131,Rice,COMMERCIAL,1,18 years and under,F,"2,255",Clinic/Office,"21,548","9,829","22,754","$2,184,145.49",$222.21,$165.44,"$1,640,311.96",$166.88,$119.89,"$543,833.53",$55.33,$2.40
126183,2016,135,Roseau,MEDICARE,5,75 years and older,F,130,Inpatient Non-acute,"1,566",339,"1,452","$1,414,836.14","$4,173.56",$993.50,"$1,310,624.96","$3,866.15",$989.80,"$104,211.18",$307.41,$0.00
126879,2016,139,Scott,MINNESOTA HEALTH CARE PROGRAMS,4,65 - 74 years,M,62,Clinic/Office,"1,071",467,712,"$28,224.72",$60.44,$21.34,"$27,621.50",$59.15,$21.34,$603.22,$1.29,$0.00
127743,2016,143,Sibley,MEDICARE,3,45 - 64 years,F,23,Hospital Inpatient,604,42,274,"$504,317.32","$12,007.56","$11,161.04","$468,575.32","$11,156.56","$9,873.04","$35,742.00",$851.00,"$1,288.00"
128511,2016,147,Steele,MINNESOTA HEALTH CARE PROGRAMS,5,75 years and older,F,40,Inpatient Non-acute Professional Services,437,313,460,"$6,595.83",$21.07,$5.59,"$6,595.83",$21.07,$5.59,$0.00,$0.00,$0.00
129375,2016,153,Todd,COMMERCIAL,2,19 - 44 years,M,91,Emergency department,345,130,929,"$87,319.63",$671.69,$579.74,"$39,043.68",$300.34,$46.73,"$48,275.95",$371.35,$313.08
130263,2016,157,Wabasha,MEDICARE,2,19 - 44 years,F,54,Hospital Outpatient,"2,807",646,644,"$204,039.92",$315.85,$140.13,"$162,110.08",$250.94,$105.59,"$41,929.84",$64.91,$24.53
131175,2016,163,Washington,COMMERCIAL,3,45 - 64 years,F,86,Home Health,"1,388","1,152",953,"$173,143.77",$150.30,$141.43,"$164,498.11",$142.79,$140.49,"$8,645.66",$7.50,$0.00
132183,2016,167,Wilkin,MEDICARE,4,65 - 74 years,F,42,DME (Durable Medical Equipment),289,196,496,"$19,864.12",$101.35,$50.70,"$16,010.84",$81.69,$42.51,"$3,853.28",$19.66,$0.00
132975,2016,171,Wright,MEDICARE,3,45 - 64 years,F,63,Home Health,"2,188",371,741,"$279,561.06",$753.53,$0.00,"$279,561.06",$753.53,$0.00,$0.00,$0.00,$0.00
101472,2016,003,Anoka,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,F,30,Hospice,787,507,272,"$300,236.14",$592.18,$0.00,"$300,236.14",$592.18,$0.00,$0.00,$0.00,$0.00
102456,2016,007,Beltrami,MEDICARE,4,65 - 74 years,M,773,Clinic/Office,"11,983","4,357","9,252","$639,458.08",$146.77,$70.83,"$546,782.21",$125.50,$54.03,"$92,675.87",$21.27,$8.20
103368,2016,013,Blue Earth,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,M,103,Hospital Inpatient,894,122,851,"$1,383,897.98","$11,343.43","$1,089.70","$1,383,897.98","$11,343.43","$1,089.70",$0.00,$0.00,$0.00
104208,2016,017,Carlton,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,F,30,Outpatient Other,753,392,352,"$130,153.09",$332.02,$195.06,"$130,118.61",$331.94,$195.06,$34.48,$0.09,$0.00
104880,2016,021,Cass,COMMERCIAL,3,45 - 64 years,M,60,DME (Durable Medical Equipment),403,185,628,"$68,645.94",$371.06,$115.44,"$53,449.42",$288.92,$92.49,"$15,196.52",$82.14,$0.00
102338,2016,007,Beltrami,MINNESOTA HEALTH CARE PROGRAMS,4,65 - 74 years,M,22,DME (Durable Medical Equipment),233,169,249,"$5,437.03",$32.17,$16.69,"$5,437.03",$32.17,$16.69,$0.00,$0.00,$0.00
103178,2016,011,Big Stone,MEDICARE,5,75 years and older,F,72,Ambulance,297,119,819,"$92,528.72",$777.55,$455.78,"$76,253.66",$640.79,$421.63,"$16,275.06",$136.77,$91.33
104018,2016,017,Carlton,COMMERCIAL,1,18 years and under,M,61,Independent Lab,333,102,691,"$13,308.57",$130.48,$134.65,"$7,877.80",$77.23,$38.41,"$5,430.77",$53.24,$26.69
104738,2016,019,Carver,MEDICARE,3,45 - 64 years,M,12,Ambulance,26,12,144,"$4,966.28",$413.86,$442.71,"$3,883.26",$323.61,$352.73,"$1,083.02",$90.25,$89.98
105650,2016,025,Chisago,COMMERCIAL,3,45 - 64 years,M,214,DME (Durable Medical Equipment),"1,462",716,"2,398","$232,964.91",$325.37,$132.78,"$175,706.19",$245.40,$80.25,"$57,258.72",$79.97,$0.00
106538,2016,029,Clearwater,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,M,206,Hospital Outpatient,"6,904","1,592","2,260","$658,167.24",$413.42,$158.44,"$653,189.01",$410.29,$157.02,"$4,978.23",$3.13,$0.00
107594,2016,035,Crow Wing,MINNESOTA HEALTH CARE PROGRAMS,4,65 - 74 years,F,28,Emergency department,190,63,330,"$7,037.56",$111.71,$56.12,"$7,037.56",$111.71,$56.12,$0.00,$0.00,$0.00
108194,2016,037,Dakota,MEDICARE,5,75 years and older,F,"2,859",Inpatient Non-acute Professional Services,"38,458","29,103","31,632","$3,338,155.30",$114.70,$101.69,"$2,955,686.15",$101.56,$88.56,"$382,469.15",$13.14,$0.00
108938,2016,041,Douglas,MEDICARE,4,65 - 74 years,F,347,Independent Lab,"1,923",605,"4,133","$59,236.23",$97.91,$30.93,"$58,304.05",$96.37,$30.93,$932.18,$1.54,$0.00
110042,2016,047,Freeborn,MEDICARE,3,45 - 64 years,F,66,Hospital Inpatient,"1,657",130,754,"$1,922,498.59","$14,788.45","$13,507.29","$1,827,484.74","$14,057.57","$12,586.29","$95,013.85",$730.88,"$1,288.00"
110978,2016,053,Hennepin,COMMERCIAL,5,75 years and older,F,153,Ambulance,"2,389",836,"1,698","$92,017.90",$110.07,$42.78,"$88,457.05",$105.81,$42.53,"$3,560.85",$4.26,$0.00
111794,2016,057,Hubbard,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,M,21,DME (Durable Medical Equipment),76,54,247,"$10,979.17",$203.32,$32.00,"$10,979.17",$203.32,$32.00,$0.00,$0.00,$0.00
112514,2016,061,Itasca,COMMERCIAL,4,65 - 74 years,F,20,Ambulatory Surgery,78,25,230,"$13,822.14",$552.89,$322.07,"$13,124.43",$524.98,$322.07,$697.71,$27.91,$0.00
113570,2016,067,Kandiyohi,COMMERCIAL,1,18 years and under,M,37,Hospital Inpatient Professional Services,336,193,282,"$88,056.96",$456.25,$201.67,"$71,801.25",$372.03,$194.97,"$16,255.71",$84.23,$0.00
101476,2016,003,Anoka,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,F,"1,400",Independent Lab,"17,937","3,534","15,873","$478,379.26",$135.36,$71.39,"$473,476.26",$133.98,$70.02,"$4,903.00",$1.39,$0.00
102220,2016,007,Beltrami,COMMERCIAL,5,75 years and older,M,11,Independent Lab,144,49,126,$284.58,$5.81,$0.00,$238.22,$4.86,$0.00,$46.36,$0.95,$0.00
102916,2016,011,Big Stone,COMMERCIAL,1,18 years and under,M,60,Hospital Outpatient,379,174,639,"$88,200.89",$506.90,$227.04,"$55,007.23",$316.13,$3.70,"$33,193.66",$190.77,$123.60
103780,2016,015,Brown,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,F,45,Outpatient Other,"1,926","1,798",493,"$181,623.21",$101.01,$102.00,"$181,623.21",$101.01,$102.00,$0.00,$0.00,$0.00
104476,2016,019,Carver,COMMERCIAL,3,45 - 64 years,M,580,Emergency department,"2,913",811,"6,312","$818,795.45","$1,009.61",$879.03,"$581,191.71",$716.64,$566.88,"$237,603.74",$292.98,$66.05
105340,2016,023,Chippewa,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,M,16,Ambulatory Surgery,81,18,180,"$28,376.77","$1,576.49","$1,688.01","$28,376.77","$1,576.49","$1,688.01",$0.00,$0.00,$0.00
106036,2016,027,Clay,COMMERCIAL,3,45 - 64 years,F,58,Hospital Inpatient,883,69,643,"$2,046,814.92","$29,663.98","$15,815.50","$2,014,424.21","$29,194.55","$15,286.58","$32,390.71",$469.43,$0.00
107068,2016,033,Cottonwood,COMMERCIAL,3,45 - 64 years,M,12,Ambulatory Surgery,64,14,124,"$56,980.01","$4,070.00","$2,275.87","$43,318.79","$3,094.20","$2,205.22","$13,661.22",$975.80,$0.00
107812,2016,037,Dakota,COMMERCIAL,2,19 - 44 years,M,317,Ambulance,"1,047",437,"3,486","$749,101.22","$1,714.19","$1,579.23","$610,649.42","$1,397.37","$1,219.30","$138,451.80",$316.82,$0.00
108436,2016,039,Dodge,MINNESOTA HEALTH CARE PROGRAMS,4,65 - 74 years,F,19,Other,725,648,219,"$381,137.02",$588.17,$68.32,"$381,119.32",$588.15,$68.32,$17.70,$0.03,$0.00
109348,2016,043,Faribault,MEDICARE,5,75 years and older,M,618,Hospital Outpatient,"29,874","6,727","7,174","$2,519,892.63",$374.59,$101.18,"$2,128,344.63",$316.39,$80.61,"$391,548.00",$58.21,$0.00
110188,2016,049,Goodhue,COMMERCIAL,3,45 - 64 years,F,189,Independent Lab,"1,173",274,"2,033","$135,219.64",$493.50,$274.00,"$108,637.98",$396.49,$135.17,"$26,581.66",$97.01,$0.00
112917,2016,063,Jackson,COMMERCIAL,4,65 - 74 years,M,18,Clinic/Office,244,102,206,"$24,175.78",$237.02,$107.00,"$17,581.80",$172.37,$33.32,"$6,593.98",$64.65,$35.00
113757,2016,067,Kandiyohi,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,F,35,Outpatient Other,"2,049",960,386,"$114,638.52",$119.42,$69.36,"$114,638.52",$119.42,$69.36,$0.00,$0.00,$0.00
114765,2016,073,Lac Qui Parle,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,F,23,DME (Durable Medical Equipment),189,135,237,"$15,353.44",$113.73,$19.14,"$15,347.54",$113.69,$19.14,$5.90,$0.04,$0.00
115725,2016,079,Le Sueur,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,M,39,Hospital Inpatient,367,48,305,"$220,887.58","$4,601.82","$1,822.91","$220,887.58","$4,601.82","$1,822.91",$0.00,$0.00,$0.00
116661,2016,085,McLeod,COMMERCIAL,1,18 years and under,F,219,Emergency department,734,285,"2,451","$199,188.41",$698.91,$628.09,"$105,486.99",$370.13,$223.21,"$93,701.42",$328.78,$250.00
117741,2016,091,Martin,COMMERCIAL,3,45 - 64 years,F,92,Independent Lab,380,119,972,"$59,107.37",$496.70,$98.61,"$45,700.21",$384.04,$28.70,"$13,407.16",$112.67,$0.00
118797,2016,095,Mille Lacs,MEDICARE,5,75 years and older,M,250,Hospital Inpatient,"5,179",433,"2,770","$4,814,471.58","$11,118.87","$9,662.02","$4,511,228.58","$10,418.54","$9,226.04","$303,243.00",$700.33,"$1,288.00"
119517,2016,099,Mower,MEDICARE,3,45 - 64 years,F,82,Hospital Inpatient Professional Services,"1,853",610,936,"$165,923.60",$272.01,$104.23,"$137,937.81",$226.13,$83.05,"$27,985.79",$45.88,$20.41
120333,2016,105,Nobles,COMMERCIAL,1,18 years and under,F,14,Hospital Inpatient,115,17,119,"$120,846.10","$7,108.59","$4,225.83","$97,059.30","$5,709.37","$2,168.85","$23,786.80","$1,399.22",$396.75
121317,2016,109,Olmsted,MEDICARE,2,19 - 44 years,F,178,Emergency department,"2,047",632,"2,126","$99,201.53",$156.96,$128.42,"$75,810.01",$119.95,$97.41,"$23,391.52",$37.01,$27.53
122133,2016,113,Pennington,MEDICARE,3,45 - 64 years,M,25,Independent Lab,121,49,295,"$3,110.59",$63.48,$38.79,"$2,688.03",$54.86,$30.91,$422.56,$8.62,$3.69
123045,2016,119,Polk,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,F,513,Emergency department,"1,869",861,"5,512","$200,232.03",$232.56,$210.28,"$200,232.03",$232.56,$210.28,$0.00,$0.00,$0.00
123861,2016,123,Ramsey,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,M,"3,389",Ambulance,"102,074","30,765","34,684","$2,540,655.54",$82.58,$41.44,"$2,539,835.12",$82.56,$41.44,$820.42,$0.03,$0.00
124773,2016,129,Renville,COMMERCIAL,1,18 years and under,M,170,Hospital Outpatient,"1,057",401,"1,686","$234,582.09",$584.99,$317.24,"$150,952.43",$376.44,$103.58,"$83,629.66",$208.55,$15.27
125589,2016,133,Rock,COMMERCIAL,3,45 - 64 years,F,65,Other,190,101,680,"$13,379.01",$132.47,$75.35,"$6,601.15",$65.36,$21.77,"$6,777.86",$67.11,$15.07
126477,2016,137,Saint Louis,MINNESOTA HEALTH CARE PROGRAMS,5,75 years and older,F,159,Emergency department,616,264,"1,724","$20,416.23",$77.33,$41.06,"$20,360.33",$77.12,$41.06,$55.90,$0.21,$0.00
127125,2016,141,Sherburne,COMMERCIAL,3,45 - 64 years,M,231,DME (Durable Medical Equipment),"1,671",791,"2,564","$212,774.56",$268.99,$97.27,"$163,311.05",$206.46,$69.00,"$49,463.51",$62.53,$0.00
128037,2016,145,Stearns,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,F,271,Ambulatory Surgery,"1,825",373,"3,103","$711,239.07","$1,906.81","$1,384.36","$707,872.41","$1,897.78","$1,384.36","$3,366.66",$9.03,$0.00
128973,2016,149,Stevens,MEDICARE,5,75 years and older,F,501,Hospital Outpatient,"34,869","7,523","5,861","$3,585,654.14",$476.63,$116.32,"$2,795,332.01",$371.57,$95.81,"$790,322.13",$105.05,$7.82
129909,2016,155,Traverse,MEDICARE,3,45 - 64 years,F,54,Hospital Outpatient,"3,002",460,630,"$263,927.34",$573.76,$226.66,"$202,903.69",$441.09,$185.47,"$61,023.65",$132.66,$35.94
130941,2016,161,Waseca,MINNESOTA HEALTH CARE PROGRAMS,4,65 - 74 years,F,12,Ambulance,189,115,138,"$5,948.01",$51.72,$11.60,"$5,948.01",$51.72,$11.60,$0.00,$0.00,$0.00
131901,2016,165,Watonwan,MEDICARE,5,75 years and older,M,93,DME (Durable Medical Equipment),738,417,"1,064","$56,552.74",$135.62,$33.53,"$47,338.63",$113.52,$21.22,"$9,214.11",$22.10,$3.33
132861,2016,171,Wright,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,M,"1,363",Clinic/Office,"27,758","13,164","14,864","$1,985,040.02",$150.79,$76.30,"$1,947,888.03",$147.97,$72.84,"$37,151.99",$2.82,$0.00
111214,2016,053,Hennepin,MEDICARE,3,45 - 64 years,F,"13,878",Clinic/Office,"404,771","163,076","161,942","$27,214,457.05",$166.88,$104.58,"$23,014,702.04",$141.13,$83.29,"$4,199,755.01",$25.75,$15.00
112222,2016,059,Isanti,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,M,83,Independent Lab,"2,690",371,910,"$87,835.29",$236.75,$114.78,"$87,835.29",$236.75,$114.78,$0.00,$0.00,$0.00
112990,2016,063,Jackson,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,M,118,Hospital Outpatient,"1,670",381,"1,200","$120,845.32",$317.18,$135.76,"$119,940.32",$314.80,$127.53,$905.00,$2.38,$0.00
124818,2016,129,Renville,COMMERCIAL,3,45 - 64 years,M,90,Emergency department,333,115,888,"$89,053.44",$774.38,$719.98,"$51,574.00",$448.47,$350.88,"$37,479.44",$325.91,$125.29
125658,2016,133,Rock,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,F,44,Ambulance,370,302,481,"$15,284.59",$50.61,$9.92,"$15,281.64",$50.60,$9.92,$2.95,$0.01,$0.00
126546,2016,137,Saint Louis,MEDICARE,3,45 - 64 years,F,297,Outpatient Other,"13,311","1,459","3,502","$616,871.08",$422.80,$55.87,"$495,788.77",$339.81,$50.20,"$121,082.31",$82.99,$11.04
127290,2016,141,Sherburne,MINNESOTA HEALTH CARE PROGRAMS,4,65 - 74 years,F,19,DME (Durable Medical Equipment),126,81,217,"$7,208.88",$89.00,$46.95,"$7,200.03",$88.89,$46.95,$8.85,$0.11,$0.00
128106,2016,145,Stearns,MINNESOTA HEALTH CARE PROGRAMS,5,75 years and older,F,32,Hospital Inpatient Professional Services,461,248,356,"$9,177.19",$37.00,$3.49,"$9,177.19",$37.00,$3.49,$0.00,$0.00,$0.00
129114,2016,151,Swift,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,F,468,Clinic/Office,"7,370","3,940","4,988","$365,948.01",$92.88,$62.58,"$358,492.96",$90.99,$60.56,"$7,455.05",$1.89,$0.00
130074,2016,157,Wabasha,COMMERCIAL,4,65 - 74 years,F,21,Hospital Inpatient Professional Services,439,154,244,"$28,817.47",$187.13,$37.38,"$28,817.47",$187.13,$37.38,$0.00,$0.00,$0.00
130914,2016,161,Waseca,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,F,46,DME (Durable Medical Equipment),362,220,551,"$27,055.07",$122.98,$59.52,"$27,031.47",$122.87,$59.52,$23.60,$0.11,$0.00
131730,2016,165,Watonwan,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,M,26,Ambulance,536,216,265,"$44,561.84",$206.30,$99.60,"$44,555.94",$206.28,$99.60,$5.90,$0.03,$0.00
132738,2016,171,Wright,COMMERCIAL,4,65 - 74 years,F,101,Hospital Outpatient,"2,189",392,"1,173","$524,553.08","$1,338.15",$176.79,"$501,257.46","$1,278.72",$153.01,"$23,295.62",$59.43,$0.00
101033,2016,001,Aitkin,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,F,89,Hospital Inpatient,"1,137",107,974,"$631,621.76","$5,903.01","$4,109.06","$627,124.26","$5,860.97","$4,109.06","$4,497.50",$42.03,$0.00
101849,2016,005,Becker,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,M,564,Emergency department,"2,414",903,"6,088","$278,437.65",$308.35,$248.41,"$278,437.65",$308.35,$248.41,$0.00,$0.00,$0.00
102473,2016,007,Beltrami,MEDICARE,5,75 years and older,F,709,Emergency department,"6,082","1,649","8,119","$310,912.07",$188.55,$145.31,"$270,812.88",$164.23,$122.54,"$40,099.19",$24.32,$15.49
103673,2016,015,Brown,COMMERCIAL,3,45 - 64 years,F,"1,211",Hospital Outpatient,"19,640","4,465","11,682","$4,245,221.77",$950.78,$327.59,"$3,494,912.66",$782.74,$222.04,"$750,309.11",$168.04,$0.00
104417,2016,019,Carver,COMMERCIAL,1,18 years and under,M,26,Home Health,108,108,208,"$32,563.75",$301.52,$230.00,"$27,993.07",$259.20,$230.00,"$4,570.68",$42.32,$0.00
105233,2016,023,Chippewa,COMMERCIAL,1,18 years and under,M,75,Hospital Outpatient,463,167,683,"$99,796.08",$597.58,$334.98,"$77,167.53",$462.08,$158.93,"$22,628.55",$135.50,$39.69
106073,2016,027,Clay,COMMERCIAL,4,65 - 74 years,M,19,Emergency department,90,37,228,"$10,648.36",$287.79,$108.66,"$9,224.41",$249.31,$62.24,"$1,423.95",$38.49,$0.00
107033,2016,033,Cottonwood,COMMERCIAL,2,19 - 44 years,F,161,Independent Lab,862,252,"1,432","$42,749.62",$169.64,$74.48,"$34,236.45",$135.86,$40.39,"$8,513.17",$33.78,$0.00
